Not in Core,Source,List,Name,Flavor,Category,Frequency,Tier,Tags,Action,Range,Range Details,Requirement,Trigger,Attack,Defense,Hit,Miss,Effect,Special,Boost,Key Ability,Secondary Ability,Tradition,Sources,Details,Maintain Action,Maintain Text
,Discipline,Veiled Moon,Cursed Fate,"You can befuddle and bewilder your opponent with this strike, causing a grave imbalance in the psyche of the victim.",Attack,Daily,1,"Arcane, Weapon",Standard,Melee or Ranged,"weapon, one target",,,Intelligence,Will,2dW + Intelligence modifier damage and the target grants combat advantage until the end of your next turn.,"1dW + Intelligence modifier damage and the creature grants combat advantage to the next attack against it, provided that attack occurs before the end of your next turn.",,,,,,,,,,
,Discipline,Veiled Moon,Ghost Hunting Blow,"By reaching across the barrier between worlds, you may strike at disembodied spirits as easily you would strike a normal mortal.",Utility,Encounter,2,"Arcane, Stance",Swift,Self,,,,,,,,"Your attacks do force damage as well as any other type of damage, and they do damage against incorporeal targets as if the targets were not incorporeal. ",,,,,,,,,
,Discipline,Veiled Moon,Inner Sense,"By sensing ripples in the spiritual world around him, you are capable of better avoiding dangerous effects and situations.",Utility,Encounter,2,Arcane,Free,Self,,,You make a saving throw.,,,,,Add +2 to the result. ,You can use this power after seeing the result of your roll.,,,,,,,,
,Discipline,Veiled Moon,Leaping Spirit Dance,"Light as a feather, you move gracefully in combat, with the smooth and practiced grace of an incorporeal being.",Utility,Daily,2,"Arcane, Stance",Swift,Self,,,,,,,,"You receive a +2 power bonus to AC and Reflex. If you end any turn without having moved at least 2 squares, this stance ends.",,,,,,,,,
,Discipline,Veiled Moon,Spirit Sensing Stance,Your senses exceed that of natural beings and move into the realm of supernatural awareness. You sense the different patterns that exist within all beings.,Utility,Daily,2,"Arcane, Stance",Swift,Self,,,,,,,,"You know the location to the nearest square of all creatures within 6 squares of you, even if they are hiding, incorporeal or invisible.",,,,,,,,,
,Discipline,Veiled Moon,Resonance Strike,"By funneling your spiritual power into your attack, you may strike an opponent with glowing silvery light.",Attack,Daily,5,"Arcane, Weapon",Standard,Near,"burst 10, one enemy in range",,,Intelligence,Reflex,3dW + Intelligence modifier force damage,Half damage.,,,,,,,,,,
,Discipline,Veiled Moon,Fading Strike,You learn the basic technique for walking between worlds to reach locations that previously could be inaccessible on the mortal world and potentially attack foes at those locales.,Utility,Encounter,6,"Arcane, Teleport",Move,Self,,,,,,,,Teleport 6,,,,,,,,,
,Discipline,Veiled Moon,Half-Gone,"By momentarily slipping through the barrier between the Material and the Astral planes, you may attempt to avoid an attack by being incorporeal.",Utility,Encounter,6,Arcane,Counter,Self,,,You are hit by an attack.,,,,,"You are incorporeal for the purpose of this attack (typically, you take half damage from the attack). ",,,,,,,,,
,Discipline,Veiled Moon,Altered Penumbra,"Position is relative to your thinking, and your position in the universe is mutable. Using these principles, you may circumvent reality to remove yourself from harm’s way when necessary.",Utility,Daily,6,"Arcane, Conjuration, Teleport",Counter,Self,,,You are the target of an attack.,,,,,"You teleport up to 2 squares. In your space is conjured an immovable illusion of yourself. The conjuration disappears at the end of your next turn, or once it is hit by a melee or ranged attack (potentially including the attack that triggered the use of this power).","If the teleportation does not move you outside the range of a Near or Far attack, you are still subject to that attack.",,,,,,,Move,Repeat the effect.
,Discipline,Veiled Moon,Brilliant Moon,"By partially phasing a portion of your attack out of this reality, you may ignore certain obstacles, such as armor, when striking at an opponent.",Attack,Encounter,7,"Arcane, Weapon",Standard,Melee or Ranged,"weapon, one target",,,Intelligence,Reflex,2dW + Intelligence modifier force damage.,,,,,,,,,,,
,Discipline,Veiled Moon,Breath of the Moon,You use the principles of lunar cycles on the psyche of mortals.,Attack,Daily,9,"Arcane, Weapon",Standard,Near,arc 3,,,Intelligence,Will,"2dW + Intelligence modifier psychic damage, and the target cannot target you with attacks (save ends).",Target cannot target you with attacks until the end of your next turn.,,,,,,,,,,
,Discipline,Veiled Moon,Fading Leap,"With nary a thought and a gesture you may flow like moonlight from one location to another through the Astral plane, moving faster than your earthly body would allow.",Utility,Encounter,10,"Arcane, Teleport",Swift,Self,,,,,,,,Teleport 6,,,,,,,,,
,Discipline,Veiled Moon,Formless Dance,"You immerse yourself in a sort of dimensional flux, causing you to be able to see what cannot be perceived and seemingly be in many places at once.",Utility,Encounter,10,"Arcane, Illusion, Stance",Swift,Self,,,,,,,,You have concealment and truesight 6.,,,,,,,,,
,Discipline,Veiled Moon,Ghostwalk,"You step through to the borderland between the Material and the Ethereal planes, becoming an incorporeal figure in both realities for a few moments.",Utility,Encounter,10,Arcane,Swift,Self,,,,,,You become incorporeal until the end of your next turn. ,,,,,,,,,,,
,Discipline,Veiled Moon,Ethereal Reminiscence,"The ectoplasmic nature of beings on the Ethereal plane allows you to briefly transport yourself to that realm and use your will to restore some of your form by filling your wounds with spectral energies, displacing your injuries.",Utility,Daily,10,Arcane,Standard,Self,,,,,,You become incorporeal until the end of your next turn. You may spend a recovery to heal your recovery value.,,,,,,,,,,,
,Discipline,Veiled Moon,Flicker Strike,"In a flickering blur of teleportation and movement, you disappear, blink into existence to strike a foe, and then disappear again to appear a safe distance away.",Attack,Encounter,13,"Arcane, Teleport, Weapon",Standard,Self,,,,,,,,"Teleport 6.
*Secondary Attack:* Intelligence vs AC. 2dW + Intelligence modifier damage on a hit, and you can teleport 6.",,,,,,,,,
,Discipline,Veiled Moon,Essence Shattering Strike,"With a powerful strike, you attack the very spirit of your foe with your silver-blue light.",Attack,Daily,15,"Arcane, Weapon",Standard,Melee or Ranged,"weapon, one target",,,Intelligence,Fortitude,3dW + Intelligence modifier damage and the target is dazed (save ends).,Half damage. The target is not dazed.,,,,,,,,,,
,Discipline,Veiled Moon,Twisting Ether,You sink through the world with your ally and switch places for better effect in combat.,Utility,Encounter,16,"Arcane, Teleport",Swift,Near,"burst 5, one ally",,,,,,,You and your ally simultaneously swap spaces via teleportation.,,,,,,,,,
,Discipline,Veiled Moon,Stance of the Ether Gate,"By shifting your essence partially into the Astral plane, you find that moving through that plane as just as easy as moving through the material plane. ",Utility,Daily,16,"Arcane, Stance, Teleport",Swift,Self,,,,,,,,"As a move action, you can teleport 6.",,,,,,,,,
,Discipline,Veiled Moon,Ether Wave,"You concentrate your spiritual energies to your hand, tear into the barrier between the Astral and the Material, and release the energies that form from this in a wracking wave of silvery-blue energy.",Attack,Daily,19,"Arcane, Weapon",Standard,Near,arc 4,,,Intelligence,Reflex,"3dW + Intelligence modifier force damage, and persistent 5 force damage (save ends).",Half damage (no persistent damage).,,,,,,,,,,
,Discipline,Veiled Moon,Warp Worm,"By creating temporary breaches between the worlds of the Material and the Astral, you may teleport through a few enemies and emerge from the space between worlds having done your foes great internal harm.",Attack,Daily,19,"Arcane, Teleport, Weapon",Standard,Melee,"weapon, one target",,,Intelligence,AC,"3dW + Intelligence modifier damage, and teleport up to 4 squares.","Half damage, and teleport up to 2 squares.","Make two secondary attacks.  
*Secondary Attack:* Intelligence vs AC; 2d8 + Intelligence modifier damage, and teleport up to 4 squares; on a miss, no damage and teleport up to 2 squares.   
*Secondary Attack:* Intelligence vs AC; 1d8 + Intelligence modifier damage, and teleport up to 4 squares; on a miss, no damage and teleport up to 2 squares.  ",No creature may be the target of more than one attack as part of this action.,,,,,,,,
,Discipline,Veiled Moon,Anchoring Spirit,"You pull yourself fully into the Ethereal and manifest a ghostly apparition of your form upon the Material, and in doing so you lock your immediate area for travel through the Ethereal or Astral plane.",Utility,Daily,22,"Arcane, Stance",Swift,Self,,,,,,,,You become incorporeal. Enemies within 12 cannot choose to teleport. Allies within 12 can always choose not to teleport if they would be subject to an effect that would teleport them.,,,,,,,,,
,Discipline,Veiled Moon,Fade Through,You fold two points in space around you to appear at another location within the span of a heartbeat.,Utility,Daily,22,"Arcane, Teleport",Standard,Self,,,,,,,,"Move up to your speed, with phasing. Make a basic melee attack against each enemy that you move through.",,,,,,,,,
,Discipline,Veiled Moon,Lunar Penumbra,"It is said that the moon is portrayed in some legends as a laughing trickster, and with this powerful ability, you pull an incredible trick upon your foe.",Utility,Daily,22,"Arcane, Teleport",Counter,Self,,,You are the target of an attack.,,,,,You and the attacker swap places via teleportation. The attacker now becomes the target of their own attack.,,,,,,,,,
,Discipline,Veiled Moon,Phantom Penumbra ,"To slip through the worlds is a simple matter for you, and using this to deceive and evade an attacker is effortlessly done.",Utility,Daily,22,"Arcane, Illusion",Swift,Self,,,,,,,,"A number of times equal to the number of recoveries you have spent so far since your last long rest, you can force enemies within 6 squares to reroll an attack roll. You can only force each attack roll to be rerolled once. Any remaining uses are lost when the encounter ends.",,,,,,,,,
,Discipline,Veiled Moon,Spiritual Weapon Stance,"By channeling ethereal energies along your weapons and body, you become immersed in both worlds, being as solid on the Ethereal Plane as you are on the Material.",Utility,Daily,22,"Arcane, Stance",Swift,Self,,,,,,,,Your attacks do persistent 5 force damage (save ends). ,,,,,,,,,
,Discipline,Veiled Moon,Dispersal Strike,"With a powerful strike and flash of silver-blue light, you slam your foe directly into the Ethereal for a few moments, causing it to become ghostly and unreal.",Attack,Daily,25,"Arcane, Weapon",Standard,Melee or Ranged,"weapon, one target",,,Intelligence,AC,4dW + Intelligence modifier damage.,Half damage.,"The target becomes incorporeal (save ends). While incorporeal, their attacks behave as if all targets had the incorporeal property (in most cases, this means they do half damage).",,,,,,,,,
,Discipline,Veiled Moon,Flashing Ether Touch,With but a touch you send a foe hurtling through the Astral to reappear with frightening velocity to hit the ground.,Attack,Daily,25,"Arcane, Teleport, Weapon",Standard,Melee,"touch, one target",,,Intelligence,Will,The target disappears until the beginning of your next turn. Then they appear in the space 12 squares above the space that they disappeared from. ,The target disappears until the beginning of your next turn. Then they appear in the space 6 squares above the space that they disappeared from.,,,,,,,,,,
